Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
49,Thilhanalas,Ynathes,Ynathes Captaincy,Kyathlulil,Kingdom of Kyathlulil,昆雅（精灵）,昆雅（精灵） Druidism,town,4045,5109.58,1428,38.67,3.67,9,9°C,Copenhagen (Denmark),,port,,,,,,{t1:vert;charges:[{charge:armEmbowedHoldingSabre;t:or;p:e;t2:argent;t3:or;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Thilhanalas&population=4045&size=22&seed=1234182160049&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=0.78
50,Qidroz,Kuzg,Kuzg County,Zrio,Kingdom of Zrio,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,village,1136,1796.82,2152.3,12.64,-115.41,169,28°C,Bangkok (Thailand),,,,,,,,{t1:bendy-vert-or;charges:[{charge:pegasus;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1136&name=Qidroz&seed=1234182160050&width=1400&height=683&style=default&tags=dead+end%2Cfarmland%2Cno+orchards%2Cno+square%2Cdense
51,Tlaumenalean,Tlaumenalean,Tlaumenalean Barony,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,city,13786,5970.37,1640.65,31.03,34.61,441,13°C,Milan (Italy),,,,,plaza,,,{t1:bendySinister-argent-vert-small;ordinaries:[{ordinary:saltireParted;t:gules;line:straight}];charges:[{charge:grenade;t:argent;p:e;t2:argent;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Tlaumenalean&population=13786&size=35&seed=1234182160051&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=1&greens=1&temple=0&walls=0&shantytown=0&style=natural
52,Ishlon,Ishlon,Ishlon Province,Yethmel,Republic of Yethmel,昆雅（精灵）,昆雅（精灵） Druidism,city,13187,8115.5,1545.1,34.47,111.72,16,10°C,London (England),,,,,,,,{t1:azure;division:{division:perPale;t:or;line:straight};charges:[{charge:bridge;t:argent;p:jo;divided:field;size:0.7};{charge:garb;t:gules;p:pq;divided:division;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Ishlon&population=13187&size=34&seed=1234182160052&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
53,Paasvil,Iah,Iah Province,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,2058,3453.26,2397.67,3.82,-55.87,25,30°C,Khartoum (Sudan),,port,,,,,,{t1:vert;division:{division:perFess;t:or;line:straight};ordinaries:[{ordinary:pile;t:argent}];shield:culture},https://watabou.github.io/city-generator/?name=Paasvil&population=2058&size=17&seed=1234182160053&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.54
54,Slofboif,Croi,Croi Earldom,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,village,1369,1866.06,3207.98,-25.3,-112.92,400,20°C,Alexandria (Egypt),,,,,,,,{t1:azure;ordinaries:[{ordinary:fess;t:argent;line:wavy}];charges:[{charge:cock;t:argent;p:abc;t2:argent;t3:argent;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1369&name=Slofboif&seed=1234182160054&width=1400&height=683&style=default&tags=dead+end%2Cno+square%2Cdense
55,Rhiaca,Shranqel,Shranqel County,Srach,Grand Duchy of Srach,阿拉戈（蛛形）,Deities of the Amber Cold,town,11533,4857.91,1659.73,30.35,-5.38,121,15°C,Rome (Italy),,,,,,,,{t1:gules;charges:[{charge:ladybird;t:or;p:e;t2:or;t3:or;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Rhiaca&population=11533&size=33&seed=1234182160055&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
56,Crild,Brybrinqi,Brybrinqi County,Vreagab,Kingdom of Vreagab,狗头人（哥布林）,Old Gneabligzism,village,1184,3230.91,1900.72,21.68,-63.86,576,18°C,Barcelona (Spain),,,,walls,,,,{t1:fusily-argent-vert;division:{division:perPale;t:pally-or-sable;line:straight};ordinaries:[{ordinary:pile;t:gules}];shield:culture},https://watabou.github.io/village-generator/?pop=1184&name=Crild&seed=1234182160056&width=1400&height=683&style=default&tags=highway%2Cfarmland%2Cno+square%2Cpalisade%2Cdense
57,Gostinkuc,Nelkunbu,Nelkunbu County,Shemnaselu,Grand Duchy of Shemnaselu,尤顿（巨人）,尤顿（巨人） Druidism,town,5226,5723.64,2323.23,6.5,25.74,49,29°C,Niamey (Niger),,,citadel,,,,,{t1:gules;ordinaries:[{ordinary:bendlet;t:or;line:nowy}];charges:[{charge:scissors;t:argent;p:cg;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Gostinkuc&population=5226&size=24&seed=1234182160057&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
58,Swampmoorga,Swampmoorga,Swampmoorga County,Eartland,Grand Duchy of Eartland,阿诺（人类）,Embergrakecism,town,12499,7107.32,3305.47,-28.81,75.48,225,19°C,Marrakesh (Morocco),,,,,,,,{t1:argent;charges:[{charge:arrowsSheaf;t:gules;p:e;t2:azure;t3:gules;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Swampmoorga&population=12499&size=34&seed=1234182160058&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
59,Qosx,Qosx,Qosx Department,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,7560,2824.81,3382.2,-31.56,-78.46,36,18°C,Barcelona (Spain),,,,,,,,{t1:argent;charges:[{charge:mallet;t:purpure;p:abcpqh;t2:purpure;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Qosx&population=7560&size=28&seed=1234182160059&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
60,Velkun,Narnelka,Narnelka County,Digez,Digezan League,尤顿（巨人）,尤顿（巨人） Druidism,town,6650,8309.2,2388,4.17,118.68,1600,19°C,Marrakesh (Morocco),,,,,,,,{t1:purpure;division:{division:gyronny;t:argent};charges:[{charge:crossCeltic2;t:or;p:e;divided:counter;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Velkun&population=6650&size=27&seed=1234182160060&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
61,Kalbredh,Lightia,Lightia Landgrave,Vreagab,Kingdom of Vreagab,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,village,1209,2576.57,1531.59,34.95,-87.38,100,9°C,Copenhagen (Denmark),,,,,,,,{t1:gules;charges:[{charge:crossHummetty;t:or;p:e;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1209&name=Kalbredh&seed=1234182160061&width=1400&height=683&style=default&tags=confluence%2Chighway%2Cno+square%2Cdense
62,Givzie,Sios,Sios Earldom,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,village,1807,1905.6,2814.03,-11.14,-111.5,9,29°C,Niamey (Niger),,port,,,,,,{t1:argent;charges:[{charge:heart;t:gules;p:e;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1807&name=Givzie&seed=1234182160062&width=1600&height=780&style=default&tags=coast%2Chighway%2Cno+orchards%2Cno+square%2Cdense
63,Croi,Croi,Croi Earldom,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,town,10543,1834.55,3241.22,-26.5,-114.06,729,18°C,Barcelona (Spain),,,,,,,,{t1:purpure;charges:[{charge:fusil;t:or;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Croi&population=10543&size=32&seed=1234182160063&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
64,Saint,Chulankia,Chulankia Department,Engai,Republic of Engai,杜兰迪尔（人类）,杜兰迪尔（人类） Beliefs,city,24090,4022.53,3679.33,-42.24,-35.41,9,8°C,Prague (Czechia),,port,citadel,walls,plaza,temple,shanty town,{t1:vert;charges:[{charge:mullet6;t:argent;p:def;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Saint&population=24090&size=43&seed=1234182160064&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=0&plaza=1&greens=1&temple=1&walls=1&shantytown=1&style=natural&sea=0.37
65,Rinarki,Boulhallse,Boulhallse County,Milstar,Kingdom of Milstar,尤顿（巨人）,Embergrakecism,town,7036,6931.43,2979,-17.07,69.16,484,24°C,Dakar (Senegal),,,,,,,,{t1:or;ordinaries:[{ordinary:bend;t:azure;line:straight}];charges:[{charge:shield;t:or;p:e;t2:or;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Rinarki&population=7036&size=27&seed=1234182160065&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
66,Chalk,Fel,Fel Governorate,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,2722,2445.69,2862.54,-12.89,-92.09,225,28°C,Bangkok (Thailand),,,,,,,,{t1:argent;division:{division:perChevronReversed;t:azure;line:straight};charges:[{charge:roundel;t:gules;p:dfh;divided:counter;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Chalk&population=2722&size=19&seed=1234182160066&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
67,Vohniots,Gneabsil,Gneabsil County,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,town,6483,1352.42,3288.33,-28.19,-131.39,81,19°C,Marrakesh (Morocco),,,,,,,,{t1:masoned-azure-or-small;division:{division:perBend;t:argent;line:straight};shield:culture},https://watabou.github.io/city-generator/?name=Vohniots&population=6483&size=26&seed=1234182160067&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
68,Bukex,Gasinx,Gasinx County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,village,1847,3747.02,1945.09,20.09,-45.31,16,24°C,Dakar (Senegal),,,,,,,,{t1:argent;ordinaries:[{ordinary:fess;t:gules;line:straight}];charges:[{charge:crossClechy;t:gules;p:abc;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1847&name=Bukex&seed=1234182160068&width=1600&height=780&style=default&tags=dead+end%2Cno+square%2Cdense
69,Srefs,Fel,Fel Governorate,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,village,1687,2513.37,2732.45,-8.21,-89.65,144,28°C,Bangkok (Thailand),,port,,,,,,{t1:sable;ordinaries:[{ordinary:fess;t:or;line:rayonne}];charges:[{charge:caravel;t:gules;p:def;t2:gules;t3:or;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1687&name=Srefs&seed=1234182160069&width=1600&height=780&style=default&tags=coast%2Chighway%2Cno+square%2Cdense
70,Draken,Steameria,Steameria Earldom,Eartland,Grand Duchy of Eartland,阿诺（人类）,Embergrakecism,city,18278,7278.08,3274.64,-27.7,81.62,256,18°C,Barcelona (Spain),,,,walls,,,,{t1:vert;charges:[{charge:monk;t:argent;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Draken&population=18278&size=39&seed=1234182160070&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
71,Kluirm,Phax,Phax Department,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,2098,2895.85,3202.33,-25.1,-75.91,9,25°C,Miami (USA),,port,,,,,,{t1:argent;charges:[{charge:dragonPassant;t:gules;p:e;t2:purpure;t3:gules;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Kluirm&population=2098&size=17&seed=1234182160071&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.93
72,Shathamunz,Ranwyn,Ranwyn County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,village,1294,8492.42,1273.01,44.24,125.27,9,5°C,Harbin (China),,port,,,,,,{t1:argent;ordinaries:[{ordinary:gemelle;t:sable;line:straight}];charges:[{charge:inescutcheon;t:gules;p:abc;size:0.5};{charge:fusil;t:argent;p:abc;size:0.25}];shield:culture},https://watabou.github.io/village-generator/?pop=1294&name=Shathamunz&seed=1234182160072&width=1400&height=683&style=snow&tags=coast%2Chighway%2Cno+square%2Cdense
73,Ranzad,Tozuzar,Tozuzar County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,city,13586,8651.4,1625.2,31.59,130.98,9,13°C,Milan (Italy),,,,walls,,,,{t1:or;charges:[{charge:cinquefoil;t:sable;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Ranzad&population=13586&size=35&seed=1234182160073&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
74,Fygbigbig,Brat,Brat County,Brat,Principality of Brat,狗头人（哥布林）,Old Gneabligzism,town,8517,3672.87,1760.01,26.74,-47.97,196,16°C,Dubrovnik (Croatia),,,,,,,,{t1:lozengy-azure-argent;division:{division:perFess;t:or;line:straight};ordinaries:[{ordinary:chevronReversed;t:sable}];shield:culture},https://watabou.github.io/city-generator/?name=Fygbigbig&population=8517&size=29&seed=1234182160074&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
75,Holcairnrun,Oxbreakia,Oxbreakia Department,Engai,Republic of Engai,戴尔（人类）,戴尔（人类） Spirits,town,4912,2047.8,1456.28,37.66,-106.39,25,9°C,Copenhagen (Denmark),,port,,walls,,,,{t1:gules;charges:[{charge:boarHeadErased;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Holcairnrun&population=4912&size=24&seed=1234182160075&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
76,Hethsalean,Hethsalean,Hethsalean County,Kyathlulil,Kingdom of Kyathlulil,昆雅（精灵）,昆雅（精灵） Druidism,city,24167,5704.11,1549.3,34.31,25.04,169,9°C,Copenhagen (Denmark),,,citadel,walls,,temple,shanty town,{t1:chequy-argent-sable;ordinaries:[{ordinary:fess;t:azure;line:straight}];charges:[{charge:fountain;t:gules;p:abc;size:0.5}];shield:culture},https://watabou.github.io/city-generator/?name=Hethsalean&population=24167&size=43&seed=1234182160076&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=1&walls=1&shantytown=1&style=natural
77,Sidlaugkan,Froth,Froth County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,village,1189,8918.34,1646.84,30.81,140.58,289,14°C,Washington (D.C.),,,,,,,,{t1:gules;division:{division:perPile;t:argent;line:straight};charges:[{charge:helmetGreat;t:or;p:be;divided:counter;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1189&name=Sidlaugkan&seed=1234182160077&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
78,Sshaunelie,Sshaunelie,Sshaunelie Margrave,Karion,Protectorate of Karion,昆雅（精灵）,昆雅（精灵） Druidism,town,9151,7212.77,1545.18,34.46,79.27,625,6°C,Stockholm (Sweden),,,citadel,,,,,{t1:or;charges:[{charge:pincers;t:sable;p:e;size:1.5}];shield:culture},https://watabou.github.io/city-generator/?name=Sshaunelie&population=9151&size=30&seed=1234182160078&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
79,Kalbrol,Brazadh,Brazadh Province,Engai,Republic of Engai,乌格卢克（兽人）,乌格卢克（兽人） Forefathers,town,4151,1884.88,1880.89,22.4,-112.25,4,22°C,Guangzhou (China),,,,,,,,{t1:argent;ordinaries:[{ordinary:pale;t:sable;line:dovetailedIndented}];charges:[{charge:hook;t:argent;p:b;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Kalbrol&population=4151&size=22&seed=1234182160079&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
80,Zrul,Ghodog,Ghodog County,Grur,Gruran Marches,乌鲁克（兽人）,乌鲁克（兽人） Beliefs,village,1568,2826.41,2041.42,16.63,-78.4,2116,10°C,London (England),,,,,,,,{t1:vairAncien-argent-purpure;ordinaries:[{ordinary:pale;t:gules;line:straight}];charges:[{charge:mullet;t:argent;p:beh;size:0.5;reversed:1}];shield:culture},https://watabou.github.io/village-generator/?pop=1568&name=Zrul&seed=1234182160080&width=1600&height=780&style=default&tags=dead+end%2Cfarmland%2Cno+square%2Cdense
81,Sidorran,Hethsalean,Hethsalean County,Kyathlulil,Kingdom of Kyathlulil,昆雅（精灵）,昆雅（精灵） Druidism,town,7394,5883.89,1640.99,31.02,31.5,225,15°C,Rome (Italy),,,,,,,,{t1:or;ordinaries:[{ordinary:bend;t:sable;line:arched}];charges:[{charge:bridge;t:argent;p:jo;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Sidorran&population=7394&size=28&seed=1234182160081&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
82,Cielb,Phax,Phax Department,Engai,Republic of Engai,狗头人（哥布林）,Old Gneabligzism,town,2458,2628.69,2717.24,-7.66,-85.51,144,28°C,Bangkok (Thailand),,port,,,,,,{t1:argent;ordinaries:[{ordinary:piles;t:purpure}];charges:[{charge:agnusDei;t:azure;p:jlh;t2:azure;size:0.7}];shield:culture},https://watabou.github.io/city-generator/?name=Cielb&population=2458&size=18&seed=1234182160082&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
83,Harthiz,Gahourg,Gahourg County,Solka,Kingdom of Solka,尤顿（巨人）,尤顿（巨人） Druidism,village,1116,8433.58,1997.42,18.21,123.15,196,25°C,Miami (USA),,port,,,,,,{t1:argent;charges:[{charge:cossack;t:gules;p:e;t2:gules;t3:gules;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1116&name=Harthiz&seed=1234182160083&width=1400&height=683&style=default&tags=coast%2Chighway%2Cuncultivated%2Cno+square%2Cdense
84,Smootcairn,Dewden,Dewden Earldom,Milstar,Kingdom of Milstar,阿诺（人类）,阿诺（人类） Totems,town,8004,6863.6,3825.76,-47.51,66.72,25,6°C,Stockholm (Sweden),,port,citadel,,,,,{t1:gules;ordinaries:[{ordinary:bendletSinister;t:or;line:nowy}];charges:[{charge:drawingCompass;t:vert;p:lem;size:0.3}];shield:culture},https://watabou.github.io/city-generator/?name=Smootcairn&population=8004&size=28&seed=1234182160084&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.9
85,Ummarlondell,Laughed,Laughed County,Karion,Protectorate of Karion,昆雅（精灵）,昆雅（精灵） Druidism,village,1234,7597.08,1581.99,33.14,93.09,100,12°C,Paris (France),,port,,,,,,{t1:gules;charges:[{charge:bugleHorn2;t:argent;p:e;t2:argent;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1234&name=Ummarlondell&seed=1234182160085&width=1400&height=683&style=default&tags=coast%2Chighway%2Cno+square%2Cdense
86,Lienora,Saquasanar,Saquasanar Barony,Olerin,Olerin Empire,昆雅（精灵）,昆雅（精灵） Druidism,village,1114,6598.64,1860.17,23.14,57.2,729,17°C,Lisbon (Portugal),,,,,,,,{t1:or;charges:[{charge:lanceWithBanner;t:gules;p:e;t2:gules;t3:gules;size:1.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1114&name=Lienora&seed=1234182160086&width=1400&height=683&style=default&tags=dead+end%2Cno+square%2Cdense
87,Stiagsee,Zighel,Zighel Barony,Zrio,Kingdom of Zrio,狗头人（哥布林）,Old Gneabligzism,town,5204,2127.44,3198.34,-24.96,-103.53,9,25°C,Miami (USA),,port,citadel,,,,,{t1:azure;division:{division:perFess;t:argent;line:archedReversed};shield:culture},https://watabou.github.io/city-generator/?name=Stiagsee&population=5204&size=24&seed=1234182160087&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.64
88,Trakecross,Griron,Griron Shire,Dawnwalia,Principality of Dawnwalia,阿诺（人类）,Embergrakecism,village,1782,8023.63,3533.27,-36.99,108.42,361,12°C,Paris (France),,port,,,,,,{t1:argent;division:{division:gyronny;t:azure};charges:[{charge:mullet4;t:purpure;p:abcpqh;divided:counter;size:0.5}];shield:culture},https://watabou.github.io/village-generator/?pop=1782&name=Trakecross&seed=1234182160088&width=1600&height=780&style=default&tags=coast%2Chighway%2Cfarmland%2Cno+square%2Cdense
